receiptEventId,shipmentUnitId,locationCode,locationType,actualReceiptDt,sourceColumn,sourceLineId,matchedRequiredDestination,validationStatus,reasonCode
RE-LS-000228-AGI,HVDC-ADOPT-HE-0182,AGI,PROJECT_SITE,2026-04-30,BS,LS-000228,true,PASS,
RE-LS-000228-DSV_INDOOR,HVDC-ADOPT-HE-0182,DSV_INDOOR,WAREHOUSE,2024-09-01,BT,LS-000228,false,PASS,
RE-LS-000228-DSV_OUTDOOR,HVDC-ADOPT-HE-0182,DSV_OUTDOOR,WAREHOUSE,2024-09-20,BU,LS-000228,false,PASS,
RE-LS-000228-MOSB,HVDC-ADOPT-HE-0182,MOSB,MOSB_OFFSHORE_STAGING,2025-11-21,BZ,LS-000228,false,PASS,
RE-LS-000229-SHU,HVDC-ADOPT-SCT-0014,SHU,PROJECT_SITE,2024-09-27,BP,LS-000229,true,PASS,
RE-LS-000229-MIR,HVDC-ADOPT-SCT-0014,MIR,PROJECT_SITE,2024-11-04,BQ,LS-000229,true,PASS,
RE-LS-000229-AGI,HVDC-ADOPT-SCT-0014,AGI,PROJECT_SITE,2025-06-11,BS,LS-000229,true,PASS,
RE-LS-000229-MOSB,HVDC-ADOPT-SCT-0014,MOSB,MOSB_OFFSHORE_STAGING,2025-01-09,BZ,LS-000229,false,PASS,
RE-LS-000230-SHU,HVDC-ADOPT-SIM-0009-2A,SHU,PROJECT_SITE,2024-10-04,BP,LS-000230,true,PASS,
RE-LS-000231-SHU,HVDC-ADOPT-SIM-0009-2B,SHU,PROJECT_SITE,2024-10-04,BP,LS-000231,true,PASS,
RE-LS-000232-SHU,HVDC-ADOPT-SIM-0010,SHU,PROJECT_SITE,2025-01-31,BP,LS-000232,true,PASS,
RE-LS-000232-AAA_STORAGE,HVDC-ADOPT-SIM-0010,AAA_STORAGE,THIRD_PARTY_STORAGE,2024-09-18,CA,LS-000232,false,PASS,
RE-LS-000233-MIR,HVDC-ADOPT-SIM-0016,MIR,PROJECT_SITE,2024-09-16,BQ,LS-000233,true,PASS,
RE-LS-000234-SHU,HVDC-ADOPT-HE-0183,SHU,PROJECT_SITE,2024-10-16,BP,LS-000234,true,PASS,
RE-LS-000234-MIR,HVDC-ADOPT-HE-0183,MIR,PROJECT_SITE,2024-10-16,BQ,LS-000234,true,PASS,
RE-LS-000234-AGI,HVDC-ADOPT-HE-0183,AGI,PROJECT_SITE,2025-11-11,BS,LS-000234,true,PASS,
RE-LS-000235-SHU,HVDC-ADOPT-HE-0184,SHU,PROJECT_SITE,2024-10-16,BP,LS-000235,true,PASS,
RE-LS-000235-MIR,HVDC-ADOPT-HE-0184,MIR,PROJECT_SITE,2024-10-16,BQ,LS-000235,true,PASS,
RE-LS-000235-DAS,HVDC-ADOPT-HE-0184,DAS,PROJECT_SITE,2025-06-17,BR,LS-000235,true,PASS,
RE-LS-000235-MOSB,HVDC-ADOPT-HE-0184,MOSB,MOSB_OFFSHORE_STAGING,2025-06-13,BZ,LS-000235,false,PASS,
RE-LS-000236-SHU,HVDC-ADOPT-SIM-0017-A,SHU,PROJECT_SITE,2024-10-05,BP,LS-000236,true,PASS,
RE-LS-000237-SHU,HVDC-ADOPT-SIM-0017-B,SHU,PROJECT_SITE,2024-10-05,BP,LS-000237,true,PASS,
RE-LS-000238-ZENER_WH,HVDC-ADOPT-ZEN-0001,ZENER_WH,WAREHOUSE,2024-10-02,CB,LS-000238,false,PASS,
RE-LS-000239-SHU,HVDC-ADOPT-SEI-0006,SHU,PROJECT_SITE,2025-11-20,BP,LS-000239,false,PASS,
RE-LS-000239-JDN_MZD,HVDC-ADOPT-SEI-0006,JDN_MZD,WAREHOUSE,2024-10-11,BX,LS-000239,false,PASS,
RE-LS-000240-JDN_MZD,HVDC-ADOPT-SEI-0012,JDN_MZD,WAREHOUSE,2024-10-08,BX,LS-000240,false,PASS,
RE-LS-000241-ZENER_WH,HVDC-ADOPT-ZEN-0002,ZENER_WH,WAREHOUSE,2024-09-27,CB,LS-000241,false,PASS,
RE-LS-000242-JDN_MZD,HVDC-ADOPT-PPL-0015,JDN_MZD,WAREHOUSE,2024-10-04,BX,LS-000242,false,PASS,
RE-LS-000243-DAS,HVDC-ADOPT-HE-0187,DAS,PROJECT_SITE,2025-05-10,BR,LS-000243,true,PASS,
RE-LS-000243-DSV_OUTDOOR,HVDC-ADOPT-HE-0187,DSV_OUTDOOR,WAREHOUSE,2024-10-08,BU,LS-000243,false,PASS,
RE-LS-000244-SHU,HVDC-ADOPT-HE-0185,SHU,PROJECT_SITE,2024-10-06,BP,LS-000244,true,PASS,
RE-LS-000245-MIR,HVDC-ADOPT-SCT-0016,MIR,PROJECT_SITE,2024-11-04,BQ,LS-000245,true,PASS,
RE-LS-000245-DAS,HVDC-ADOPT-SCT-0016,DAS,PROJECT_SITE,2025-06-30,BR,LS-000245,false,PASS,
RE-LS-000245-AGI,HVDC-ADOPT-SCT-0016,AGI,PROJECT_SITE,2025-05-21,BS,LS-000245,true,PASS,
RE-LS-000245-DSV_OUTDOOR,HVDC-ADOPT-SCT-0016,DSV_OUTDOOR,WAREHOUSE,2024-10-06,BU,LS-000245,false,PASS,
RE-LS-000245-MOSB,HVDC-ADOPT-SCT-0016,MOSB,MOSB_OFFSHORE_STAGING,2025-01-15,BZ,LS-000245,false,PASS,
RE-LS-000246-MIR,HVDC-ADOPT-HE-0188,MIR,PROJECT_SITE,2024-10-24,BQ,LS-000246,true,PASS,
RE-LS-000247-MIR,HVDC-ADOPT-HE-0190,MIR,PROJECT_SITE,2024-10-24,BQ,LS-000247,true,PASS,
RE-LS-000248-MIR,HVDC-ADOPT-HE-0191,MIR,PROJECT_SITE,2025-10-20,BQ,LS-000248,true,PASS,
RE-LS-000248-DSV_INDOOR,HVDC-ADOPT-HE-0191,DSV_INDOOR,WAREHOUSE,2024-10-17,BT,LS-000248,false,PASS,
RE-LS-000249-DAS,HVDC-ADOPT-HE-0193,DAS,PROJECT_SITE,2025-05-29,BR,LS-000249,true,PASS,
RE-LS-000249-AGI,HVDC-ADOPT-HE-0193,AGI,PROJECT_SITE,2025-12-12,BS,LS-000249,true,PASS,
RE-LS-000249-DSV_INDOOR,HVDC-ADOPT-HE-0193,DSV_INDOOR,WAREHOUSE,2024-10-12,BT,LS-000249,false,PASS,
RE-LS-000249-DSV_OUTDOOR,HVDC-ADOPT-HE-0193,DSV_OUTDOOR,WAREHOUSE,2024-10-12,BU,LS-000249,false,PASS,
RE-LS-000249-MOSB,HVDC-ADOPT-HE-0193,MOSB,MOSB_OFFSHORE_STAGING,2025-12-08,BZ,LS-000249,false,PASS,
RE-LS-000250-SHU,HVDC-ADOPT-HE-0197,SHU,PROJECT_SITE,2025-08-12,BP,LS-000250,true,PASS,
RE-LS-000250-DSV_INDOOR,HVDC-ADOPT-HE-0197,DSV_INDOOR,WAREHOUSE,2024-10-12,BT,LS-000250,false,PASS,
RE-LS-000251-MIR,HVDC-ADOPT-HE-0189,MIR,PROJECT_SITE,2025-10-21,BQ,LS-000251,true,PASS,
RE-LS-000251-DSV_INDOOR,HVDC-ADOPT-HE-0189,DSV_INDOOR,WAREHOUSE,2024-10-17,BT,LS-000251,false,PASS,
RE-LS-000252-DAS,HVDC-ADOPT-HE-0192,DAS,PROJECT_SITE,2025-05-29,BR,LS-000252,true,PASS,
RE-LS-000252-AGI,HVDC-ADOPT-HE-0192,AGI,PROJECT_SITE,2025-11-13,BS,LS-000252,true,PASS,
RE-LS-000252-DSV_INDOOR,HVDC-ADOPT-HE-0192,DSV_INDOOR,WAREHOUSE,2024-10-12,BT,LS-000252,false,PASS,
RE-LS-000252-DSV_OUTDOOR,HVDC-ADOPT-HE-0192,DSV_OUTDOOR,WAREHOUSE,2024-10-11,BU,LS-000252,false,PASS,
RE-LS-000252-MOSB,HVDC-ADOPT-HE-0192,MOSB,MOSB_OFFSHORE_STAGING,2025-11-04,BZ,LS-000252,false,PASS,
RE-LS-000253-SHU,HVDC-ADOPT-HE-0195,SHU,PROJECT_SITE,2025-04-03,BP,LS-000253,true,PASS,
RE-LS-000253-DSV_INDOOR,HVDC-ADOPT-HE-0195,DSV_INDOOR,WAREHOUSE,2024-10-12,BT,LS-000253,false,PASS,
RE-LS-000254-SHU,HVDC-ADOPT-HE-0194,SHU,PROJECT_SITE,2024-10-17,BP,LS-000254,true,PASS,
RE-LS-000255-SHU,HVDC-ADOPT-HE-0196,SHU,PROJECT_SITE,2024-10-19,BP,LS-000255,true,PASS,
RE-LS-000256-JDN_MZD,HVDC-ADOPT-SEI-0011,JDN_MZD,WAREHOUSE,2024-10-10,BX,LS-000256,false,PASS,
RE-LS-000257-SHU,HVDC-ADOPT-SIM-0014-A,SHU,PROJECT_SITE,2024-10-15,BP,LS-000257,true,PASS,
RE-LS-000258-MIR,HVDC-ADOPT-SIM-0014-B,MIR,PROJECT_SITE,2024-10-15,BQ,LS-000258,true,PASS,
RE-LS-000259-MIR,HVDC-ADOPT-SIM-0012-A,MIR,PROJECT_SITE,2024-10-17,BQ,LS-000259,true,PASS,
RE-LS-000260-MIR,HVDC-ADOPT-SIM-0012-B,MIR,PROJECT_SITE,2024-10-17,BQ,LS-000260,true,PASS,
RE-LS-000261-MIR,HVDC-ADOPT-SIM-0012-C,MIR,PROJECT_SITE,2024-10-17,BQ,LS-000261,true,PASS,
RE-LS-000262-MIR,HVDC-ADOPT-SIM-0015,MIR,PROJECT_SITE,2024-12-16,BQ,LS-000262,true,PASS,
RE-LS-000262-AAA_STORAGE,HVDC-ADOPT-SIM-0015,AAA_STORAGE,THIRD_PARTY_STORAGE,2024-10-31,CA,LS-000262,false,PASS,
RE-LS-000263-SHU,HVDC-ADOPT-HE-0198,SHU,PROJECT_SITE,2024-10-26,BP,LS-000263,true,PASS,
RE-LS-000264-SHU,HVDC-ADOPT-HE-0199,SHU,PROJECT_SITE,2024-10-26,BP,LS-000264,true,PASS,
RE-LS-000265-DAS,HVDC-ADOPT-HE-0200,DAS,PROJECT_SITE,2025-06-13,BR,LS-000265,true,PASS,
RE-LS-000265-DSV_OUTDOOR,HVDC-ADOPT-HE-0200,DSV_OUTDOOR,WAREHOUSE,2024-10-18,BU,LS-000265,false,PASS,
RE-LS-000265-MOSB,HVDC-ADOPT-HE-0200,MOSB,MOSB_OFFSHORE_STAGING,2025-05-28,BZ,LS-000265,false,PASS,
RE-LS-000266-DAS,HVDC-ADOPT-HE-0201,DAS,PROJECT_SITE,2025-05-10,BR,LS-000266,true,PASS,
RE-LS-000266-DSV_OUTDOOR,HVDC-ADOPT-HE-0201,DSV_OUTDOOR,WAREHOUSE,2024-10-18,BU,LS-000266,false,PASS,
RE-LS-000267-MIR,HVDC-ADOPT-SCT-0017,MIR,PROJECT_SITE,2024-10-28,BQ,LS-000267,true,PASS,
RE-LS-000267-DAS,HVDC-ADOPT-SCT-0017,DAS,PROJECT_SITE,2024-11-14,BR,LS-000267,true,PASS,
RE-LS-000267-AGI,HVDC-ADOPT-SCT-0017,AGI,PROJECT_SITE,2024-11-04,BS,LS-000267,true,PASS,
RE-LS-000267-MOSB,HVDC-ADOPT-SCT-0017,MOSB,MOSB_OFFSHORE_STAGING,2024-10-28,BZ,LS-000267,false,PASS,
RE-LS-000268-MIR,HVDC-ADOPT-HE-0207,MIR,PROJECT_SITE,2024-11-07,BQ,LS-000268,true,PASS,
RE-LS-000269-MIR,HVDC-ADOPT-HE-0211,MIR,PROJECT_SITE,2024-11-07,BQ,LS-000269,true,PASS,
RE-LS-000270-DAS,HVDC-ADOPT-HE-0206,DAS,PROJECT_SITE,2025-05-13,BR,LS-000270,true,PASS,
RE-LS-000270-AGI,HVDC-ADOPT-HE-0206,AGI,PROJECT_SITE,2025-11-30,BS,LS-000270,true,PASS,
RE-LS-000270-DSV_OUTDOOR,HVDC-ADOPT-HE-0206,DSV_OUTDOOR,WAREHOUSE,2024-10-26,BU,LS-000270,false,PASS,
RE-LS-000270-MOSB,HVDC-ADOPT-HE-0206,MOSB,MOSB_OFFSHORE_STAGING,2025-11-07,BZ,LS-000270,false,PASS,
RE-LS-000271-DAS,HVDC-ADOPT-HE-0209,DAS,PROJECT_SITE,2025-05-30,BR,LS-000271,true,PASS,
RE-LS-000271-DSV_INDOOR,HVDC-ADOPT-HE-0209,DSV_INDOOR,WAREHOUSE,2024-10-26,BT,LS-000271,false,PASS,
RE-LS-000271-MOSB,HVDC-ADOPT-HE-0209,MOSB,MOSB_OFFSHORE_STAGING,2025-05-26,BZ,LS-000271,false,PASS,
RE-LS-000272-AGI,HVDC-ADOPT-HE-0210,AGI,PROJECT_SITE,2025-11-22,BS,LS-000272,true,PASS,
RE-LS-000272-DSV_OUTDOOR,HVDC-ADOPT-HE-0210,DSV_OUTDOOR,WAREHOUSE,2024-10-26,BU,LS-000272,false,PASS,
RE-LS-000272-MOSB,HVDC-ADOPT-HE-0210,MOSB,MOSB_OFFSHORE_STAGING,2025-11-07,BZ,LS-000272,false,PASS,
RE-LS-000273-AGI,HVDC-ADOPT-HE-0212,AGI,PROJECT_SITE,2025-11-16,BS,LS-000273,true,PASS,
RE-LS-000273-DSV_OUTDOOR,HVDC-ADOPT-HE-0212,DSV_OUTDOOR,WAREHOUSE,2024-10-26,BU,LS-000273,false,PASS,
RE-LS-000273-MOSB,HVDC-ADOPT-HE-0212,MOSB,MOSB_OFFSHORE_STAGING,2025-11-07,BZ,LS-000273,false,PASS,
RE-LS-000274-MIR,HVDC-ADOPT-SIM-0013,MIR,PROJECT_SITE,2024-10-30,BQ,LS-000274,true,PASS,
RE-LS-000275-SHU,HVDC-ADOPT-HE-0186,SHU,PROJECT_SITE,2025-07-10,BP,LS-000275,true,PASS,
RE-LS-000275-DSV_INDOOR,HVDC-ADOPT-HE-0186,DSV_INDOOR,WAREHOUSE,2024-11-06,BT,LS-000275,false,PASS,
RE-LS-000276-DAS,HVDC-ADOPT-HE-0202,DAS,PROJECT_SITE,2025-05-30,BR,LS-000276,true,PASS,
RE-LS-000276-DSV_INDOOR,HVDC-ADOPT-HE-0202,DSV_INDOOR,WAREHOUSE,2024-11-06,BT,LS-000276,false,PASS,
RE-LS-000276-MOSB,HVDC-ADOPT-HE-0202,MOSB,MOSB_OFFSHORE_STAGING,2025-08-08,BZ,LS-000276,false,PASS,
RE-LS-000277-MIR,HVDC-ADOPT-HE-0203,MIR,PROJECT_SITE,2024-11-03,BQ,LS-000277,true,PASS,
RE-LS-000278-AGI,HVDC-ADOPT-HE-0204,AGI,PROJECT_SITE,2026-02-24,BS,LS-000278,true,PASS,
RE-LS-000278-DSV_OUTDOOR,HVDC-ADOPT-HE-0204,DSV_OUTDOOR,WAREHOUSE,2024-11-05,BU,LS-000278,false,PASS,
RE-LS-000279-DAS,HVDC-ADOPT-SIM-0024,DAS,PROJECT_SITE,2025-05-14,BR,LS-000279,true,PASS,
RE-LS-000279-MOSB,HVDC-ADOPT-SIM-0024,MOSB,MOSB_OFFSHORE_STAGING,2025-05-01,BZ,LS-000279,false,PASS,
RE-LS-000279-AAA_STORAGE,HVDC-ADOPT-SIM-0024,AAA_STORAGE,THIRD_PARTY_STORAGE,2024-12-27,CA,LS-000279,false,PASS,
RE-LS-000280-AGI,HVDC-ADOPT-HE-0205,AGI,PROJECT_SITE,2026-01-23,BS,LS-000280,true,PASS,
RE-LS-000280-DSV_OUTDOOR,HVDC-ADOPT-HE-0205,DSV_OUTDOOR,WAREHOUSE,2024-11-16,BU,LS-000280,false,PASS,
RE-LS-000280-DSV_MZD,HVDC-ADOPT-HE-0205,DSV_MZD,WAREHOUSE,2024-11-19,BV,LS-000280,false,PASS,
RE-LS-000280-MOSB,HVDC-ADOPT-HE-0205,MOSB,MOSB_OFFSHORE_STAGING,2025-11-21,BZ,LS-000280,false,PASS,
RE-LS-000281-MIR,HVDC-ADOPT-HE-0213,MIR,PROJECT_SITE,2024-11-13,BQ,LS-000281,true,PASS,
RE-LS-000282-SHU,HVDC-ADOPT-SCT-0018,SHU,PROJECT_SITE,2024-11-13,BP,LS-000282,true,PASS,
RE-LS-000282-MIR,HVDC-ADOPT-SCT-0018,MIR,PROJECT_SITE,2024-11-18,BQ,LS-000282,true,PASS,
RE-LS-000282-DAS,HVDC-ADOPT-SCT-0018,DAS,PROJECT_SITE,2024-12-11,BR,LS-000282,true,PASS,
RE-LS-000282-AGI,HVDC-ADOPT-SCT-0018,AGI,PROJECT_SITE,2024-12-11,BS,LS-000282,true,PASS,
RE-LS-000283-MIR,HVDC-ADOPT-SCT-0015,MIR,PROJECT_SITE,2024-11-26,BQ,LS-000283,true,PASS,
RE-LS-000284-SHU,HVDC-ADOPT-SEI-0008,SHU,PROJECT_SITE,2025-12-23,BP,LS-000284,false,PASS,
RE-LS-000284-DSV_OUTDOOR,HVDC-ADOPT-SEI-0008,DSV_OUTDOOR,WAREHOUSE,2024-11-18,BU,LS-000284,false,PASS,
RE-LS-000284-JDN_WATERFRONT,HVDC-ADOPT-SEI-0008,JDN_WATERFRONT,WAREHOUSE,2024-11-18,BY,LS-000284,false,PASS,
RE-LS-000285-ZENER_WH,HVDC-ADOPT-ZEN-0003,ZENER_WH,WAREHOUSE,2024-11-07,CB,LS-000285,false,PASS,
RE-LS-000286-ZENER_WH,HVDC-ADOPT-ZEN-0003,ZENER_WH,WAREHOUSE,2024-11-07,CB,LS-000286,false,PASS,
RE-LS-000287-SHU,HVDC-ADOPT-SCT-0021,SHU,PROJECT_SITE,2024-11-24,BP,LS-000287,true,PASS,
RE-LS-000287-MIR,HVDC-ADOPT-SCT-0021,MIR,PROJECT_SITE,2024-11-17,BQ,LS-000287,true,PASS,
RE-LS-000287-DAS,HVDC-ADOPT-SCT-0021,DAS,PROJECT_SITE,2024-12-06,BR,LS-000287,true,PASS,
RE-LS-000287-AGI,HVDC-ADOPT-SCT-0021,AGI,PROJECT_SITE,2024-12-04,BS,LS-000287,true,PASS,
RE-LS-000287-MOSB,HVDC-ADOPT-SCT-0021,MOSB,MOSB_OFFSHORE_STAGING,2024-11-21,BZ,LS-000287,false,PASS,
RE-LS-000288-SHU,HVDC-ADOPT-SCT-0019,SHU,PROJECT_SITE,2025-01-17,BP,LS-000288,false,PASS,
RE-LS-000288-MIR,HVDC-ADOPT-SCT-0019,MIR,PROJECT_SITE,2025-01-02,BQ,LS-000288,true,PASS,
RE-LS-000288-AGI,HVDC-ADOPT-SCT-0019,AGI,PROJECT_SITE,2025-04-21,BS,LS-000288,true,PASS,
RE-LS-000289-MIR,HVDC-ADOPT-SCT-0020,MIR,PROJECT_SITE,2024-12-01,BQ,LS-000289,true,PASS,
RE-LS-000290-MIR,HVDC-ADOPT-SCT-0027,MIR,PROJECT_SITE,2024-11-14,BQ,LS-000290,true,PASS,
RE-LS-000290-DAS,HVDC-ADOPT-SCT-0027,DAS,PROJECT_SITE,2024-11-14,BR,LS-000290,true,PASS,
RE-LS-000291-ZENER_WH,HVDC-ADOPT-ZEN-0007,ZENER_WH,WAREHOUSE,2024-11-15,CB,LS-000291,false,PASS,
RE-LS-000292-SHU,HVDC-ADOPT-SEI-0015,SHU,PROJECT_SITE,2026-01-17,BP,LS-000292,true,PASS,
RE-LS-000292-JDN_WATERFRONT,HVDC-ADOPT-SEI-0015,JDN_WATERFRONT,WAREHOUSE,2024-11-14,BY,LS-000292,false,PASS,
RE-LS-000293-MIR,HVDC-ADOPT-SIM-0021,MIR,PROJECT_SITE,2025-01-02,BQ,LS-000293,true,PASS,
RE-LS-000294-DAS,HVDC-ADOPT-SIM-0025,DAS,PROJECT_SITE,2025-02-08,BR,LS-000294,true,PASS,
RE-LS-000294-DSV_OUTDOOR,HVDC-ADOPT-SIM-0025,DSV_OUTDOOR,WAREHOUSE,2024-11-20,BU,LS-000294,false,PASS,
RE-LS-000294-MOSB,HVDC-ADOPT-SIM-0025,MOSB,MOSB_OFFSHORE_STAGING,2024-12-26,BZ,LS-000294,false,PASS,
RE-LS-000295-SHU,HVDC-ADOPT-SIM-0018,SHU,PROJECT_SITE,2025-04-19,BP,LS-000295,true,PASS,
RE-LS-000295-MIR,HVDC-ADOPT-SIM-0018,MIR,PROJECT_SITE,2025-02-05,BQ,LS-000295,true,PASS,
RE-LS-000295-DAS,HVDC-ADOPT-SIM-0018,DAS,PROJECT_SITE,2025-02-13,BR,LS-000295,true,PASS,
RE-LS-000295-AGI,HVDC-ADOPT-SIM-0018,AGI,PROJECT_SITE,2025-06-11,BS,LS-000295,true,PASS,
RE-LS-000295-DSV_OUTDOOR,HVDC-ADOPT-SIM-0018,DSV_OUTDOOR,WAREHOUSE,2024-12-23,BU,LS-000295,false,PASS,
RE-LS-000295-MOSB,HVDC-ADOPT-SIM-0018,MOSB,MOSB_OFFSHORE_STAGING,2024-12-29,BZ,LS-000295,false,PASS,
RE-LS-000296-SHU,HVDC-ADOPT-SIM-0030,SHU,PROJECT_SITE,2024-11-14,BP,LS-000296,true,PASS,
RE-LS-000297-SHU,HVDC-ADOPT-HE-0214,SHU,PROJECT_SITE,2024-11-18,BP,LS-000297,true,PASS,
RE-LS-000298-MIR,HVDC-ADOPT-SIM-0019-A,MIR,PROJECT_SITE,2025-02-21,BQ,LS-000298,true,PASS,
RE-LS-000299-MIR,HVDC-ADOPT-SIM-0019-B,MIR,PROJECT_SITE,2025-02-21,BQ,LS-000299,true,PASS,
RE-LS-000300-MIR,HVDC-ADOPT-SIM-0019-C,MIR,PROJECT_SITE,2025-02-21,BQ,LS-000300,true,PASS,
RE-LS-000301-MIR,HVDC-ADOPT-SIM-0019-D,MIR,PROJECT_SITE,2025-02-21,BQ,LS-000301,true,PASS,
RE-LS-000302-SHU,HVDC-ADOPT-SEI-0009,SHU,PROJECT_SITE,2026-01-17,BP,LS-000302,false,PASS,
RE-LS-000302-JDN_WATERFRONT,HVDC-ADOPT-SEI-0009,JDN_WATERFRONT,WAREHOUSE,2024-12-07,BY,LS-000302,false,PASS,
RE-LS-000303-SHU,HVDC-ADOPT-SIM-0020,SHU,PROJECT_SITE,2024-11-20,BP,LS-000303,true,PASS,
RE-LS-000304-SHU,HVDC-ADOPT-SIM-0028-A,SHU,PROJECT_SITE,2024-11-28,BP,LS-000304,true,PASS,
RE-LS-000305-SHU,HVDC-ADOPT-SIM-0028-B,SHU,PROJECT_SITE,2024-12-06,BP,LS-000305,true,PASS,
RE-LS-000306-MIR,HVDC-ADOPT-SCT-0033,MIR,PROJECT_SITE,2024-11-26,BQ,LS-000306,true,PASS,
RE-LS-000307-MIR,HVDC-ADOPT-SIM-0032,MIR,PROJECT_SITE,2024-12-05,BQ,LS-000307,true,PASS,
RE-LS-000308-MIR,HVDC-ADOPT-SIM-0033,MIR,PROJECT_SITE,2024-12-11,BQ,LS-000308,true,PASS,
RE-LS-000309-SHU,HVDC-ADOPT-HE-0244,SHU,PROJECT_SITE,2024-12-06,BP,LS-000309,true,PASS,
RE-LS-000310-DAS,HVDC-ADOPT-HE-0237,DAS,PROJECT_SITE,2024-12-16,BR,LS-000310,true,PASS,
RE-LS-000310-MOSB,HVDC-ADOPT-HE-0237,MOSB,MOSB_OFFSHORE_STAGING,2024-12-09,BZ,LS-000310,false,PASS,
RE-LS-000311-ZENER_WH,HVDC-ADOPT-ZEN-0009,ZENER_WH,WAREHOUSE,2024-12-10,CB,LS-000311,false,PASS,
RE-LS-000312-SHU,HVDC-ADOPT-SIM-0039,SHU,PROJECT_SITE,2024-12-17,BP,LS-000312,true,PASS,
RE-LS-000313-SHU,HVDC-ADOPT-HE-0208,SHU,PROJECT_SITE,2024-12-11,BP,LS-000313,true,PASS,
RE-LS-000314-SHU,HVDC-ADOPT-HE-0208,SHU,PROJECT_SITE,2024-12-11,BP,LS-000314,true,PASS,
RE-LS-000315-DAS,HVDC-ADOPT-HE-0251,DAS,PROJECT_SITE,2024-12-16,BR,LS-000315,true,PASS,
RE-LS-000315-MOSB,HVDC-ADOPT-HE-0251,MOSB,MOSB_OFFSHORE_STAGING,2024-12-11,BZ,LS-000315,false,PASS,
RE-LS-000316-SHU,HVDC-ADOPT-HE-0252,SHU,PROJECT_SITE,2024-12-11,BP,LS-000316,true,PASS,
RE-LS-000317-SHU,HVDC-ADOPT-HE-0223,SHU,PROJECT_SITE,2024-12-11,BP,LS-000317,true,PASS,
RE-LS-000318-MIR,HVDC-ADOPT-SIM-0038,MIR,PROJECT_SITE,2025-01-10,BQ,LS-000318,true,PASS,
RE-LS-000318-MOSB,HVDC-ADOPT-SIM-0038,MOSB,MOSB_OFFSHORE_STAGING,2025-01-18,BZ,LS-000318,false,PASS,
RE-LS-000319-MIR,HVDC-ADOPT-SCT-0022,MIR,PROJECT_SITE,2025-01-08,BQ,LS-000319,true,PASS,
RE-LS-000319-DAS,HVDC-ADOPT-SCT-0022,DAS,PROJECT_SITE,2025-02-14,BR,LS-000319,true,PASS,
RE-LS-000319-MOSB,HVDC-ADOPT-SCT-0022,MOSB,MOSB_OFFSHORE_STAGING,2025-01-03,BZ,LS-000319,false,PASS,
RE-LS-000320-AGI,HVDC-ADOPT-HE-0215,AGI,PROJECT_SITE,2025-04-30,BS,LS-000320,true,PASS,
RE-LS-000320-DSV_MZD,HVDC-ADOPT-HE-0215,DSV_MZD,WAREHOUSE,2024-12-14,BV,LS-000320,false,PASS,
RE-LS-000320-MOSB,HVDC-ADOPT-HE-0215,MOSB,MOSB_OFFSHORE_STAGING,2025-11-21,BZ,LS-000320,false,PASS,
RE-LS-000321-MIR,HVDC-ADOPT-HE-0232,MIR,PROJECT_SITE,2024-12-18,BQ,LS-000321,true,PASS,
RE-LS-000322-SHU,HVDC-ADOPT-SEI-0014,SHU,PROJECT_SITE,2025-11-20,BP,LS-000322,true,PASS,
RE-LS-000322-JDN_MZD,HVDC-ADOPT-SEI-0014,JDN_MZD,WAREHOUSE,2024-12-26,BX,LS-000322,false,PASS,
RE-LS-000323-ZENER_WH,HVDC-ADOPT-ZEN-0010,ZENER_WH,WAREHOUSE,2024-12-17,CB,LS-000323,false,PASS,
RE-LS-000324-SHU,HVDC-ADOPT-SCT-0025,SHU,PROJECT_SITE,2025-01-08,BP,LS-000324,true,PASS,
RE-LS-000324-MIR,HVDC-ADOPT-SCT-0025,MIR,PROJECT_SITE,2025-01-02,BQ,LS-000324,true,PASS,
RE-LS-000324-DAS,HVDC-ADOPT-SCT-0025,DAS,PROJECT_SITE,2025-04-28,BR,LS-000324,true,PASS,
RE-LS-000324-AGI,HVDC-ADOPT-SCT-0025,AGI,PROJECT_SITE,2025-07-18,BS,LS-000324,true,PASS,
RE-LS-000324-MOSB,HVDC-ADOPT-SCT-0025,MOSB,MOSB_OFFSHORE_STAGING,2025-01-02,BZ,LS-000324,false,PASS,
RE-LS-000325-SHU,HVDC-ADOPT-SCT-0023,SHU,PROJECT_SITE,2024-12-31,BP,LS-000325,true,PASS,
RE-LS-000325-MIR,HVDC-ADOPT-SCT-0023,MIR,PROJECT_SITE,2025-01-02,BQ,LS-000325,true,PASS,
RE-LS-000326-ZENER_WH,HVDC-ADOPT-ZEN-0011,ZENER_WH,WAREHOUSE,2025-01-03,CB,LS-000326,false,PASS,
RE-LS-000327-ZENER_WH,HVDC-ADOPT-ZEN-0005,ZENER_WH,WAREHOUSE,2024-12-24,CB,LS-000327,false,PASS,
RE-LS-000328-DAS,HVDC-ADOPT-SCT-0011,DAS,PROJECT_SITE,2025-04-19,BR,LS-000328,true,PASS,
RE-LS-000328-MOSB,HVDC-ADOPT-SCT-0011,MOSB,MOSB_OFFSHORE_STAGING,2024-12-26,BZ,LS-000328,false,PASS,
RE-LS-000329-SHU,HVDC-ADOPT-SCT-0012,SHU,PROJECT_SITE,2025-01-07,BP,LS-000329,true,PASS,
